Date,Price
2022-08-13,1944.469728031688
2022-08-14,1990.800907302114
2022-08-15,1901.2074437593176
2022-08-16,1988.4543739081287
2022-08-17,1915.192025230899
2022-08-18,1963.744009918019
2022-08-19,1906.4398128843864
2022-08-20,1933.0232180610185
2022-08-21,1881.6690693846276
2022-08-22,1939.1419013084208
2022-08-23,1859.903168919609
2022-08-24,1931.9998612298725
2022-08-25,1921.160551562894
2022-08-26,1914.0141845620742
2022-08-27,1923.3386998658632
2022-08-28,1926.419089266559
2022-08-29,1894.2145288777406
2022-08-30,1973.0427188438016
2022-08-31,1845.2279526975083
2022-09-01,1866.338120734301
2022-09-02,1808.6361607652916
2022-09-03,1825.454073038825
2022-09-04,1873.2306185832178
2022-09-05,1849.465782108029
2022-09-06,1777.1193731376918
2022-09-07,1794.0934874898487
2022-09-08,1834.3355144658444
2022-09-09,1767.120091735671
2022-09-10,1840.3497111268496
2022-09-11,1883.1606057534827
2022-09-12,1774.0740140677794
2022-09-13,1879.8079419385604
2022-09-14,1884.531834757396
2022-09-15,1898.0544421089999
2022-09-16,1818.7217054445653
2022-09-17,1858.6653539071026
2022-09-18,1821.2483135073091
2022-09-19,1899.6287517891722
2022-09-20,1743.1271318131235
2022-09-21,1754.916662088798
2022-09-22,1773.0237794487928
2022-09-23,1939.0564499553075
2022-09-24,1812.6829127900933
2022-09-25,1867.6807448995103
2022-09-26,1791.367138016329
2022-09-27,1858.395655359151
2022-09-28,1896.1905938227196
2022-09-29,1881.2354662186078
2022-09-30,1781.8294630297908
2022-10-01,1849.1302556977153
2022-10-02,1756.601476701706
2022-10-03,1842.7598423823083
2022-10-04,1829.363554120691
2022-10-05,1791.6898087205834
2022-10-06,1858.9395618634262
2022-10-07,1781.9473141323526
2022-10-08,1763.543382521336
2022-10-09,1794.1817712796035
2022-10-10,1825.7140347777795
2022-10-11,1900.8734791226777
2022-10-12,1824.771281178058
2022-10-13,1866.802421848696
2022-10-14,1891.9843075237654
2022-10-15,1821.3861029040668
2022-10-16,1881.8615055068733
2022-10-17,1922.338918139475
2022-10-18,1872.5873391026241
2022-10-19,1928.2523261730462
2022-10-20,1905.258988121196
2022-10-21,1874.4857540276096
2022-10-22,1852.824775930526
2022-10-23,1828.2282559507157
2022-10-24,1815.1000758287435
2022-10-25,1848.563108645112
2022-10-26,1884.3480708536113
2022-10-27,1914.189693913379
2022-10-28,1890.1676703625742
2022-10-29,1857.342388055157
2022-10-30,1829.587879658515
2022-10-31,1850.9283934020998
2022-11-01,1890.245354180108
2022-11-02,1819.722820282388
2022-11-03,1965.6663382448821
2022-11-04,1902.6116785538209
2022-11-05,1850.1555585550054
2022-11-06,1888.648132557405
2022-11-07,1954.2799455888148
2022-11-08,1913.661925842607
2022-11-09,1877.1630597390101
2022-11-10,1931.3083592484297
2022-11-11,1893.7466950516318
2022-11-12,1938.7508620181288
2022-11-13,1932.0855833692578
2022-11-14,2003.1140829830547
2022-11-15,1918.551366784152
2022-11-16,1935.7135938842414
2022-11-17,1893.3742115368386
2022-11-18,1987.7582297302345
2022-11-19,1952.7506168574132
2022-11-20,1956.9579439589963
2022-11-21,1947.060498187693
2022-11-22,1990.5997373331054
2022-11-23,1989.7388490860187
2022-11-24,1939.026549264766
2022-11-25,1955.423843554513
2022-11-26,2014.5959087071149
2022-11-27,1899.5146850212125
2022-11-28,1946.7097995640443
2022-11-29,2038.724336278499
2022-11-30,1979.9589520181019
2022-12-01,2042.7221425882958
2022-12-02,2013.886135943974
2022-12-03,2046.6809710582186
2022-12-04,1983.562289006653
2022-12-05,2057.4649181503733
2022-12-06,2031.7473631532594
2022-12-07,2008.0733548498238
2022-12-08,2010.802925956641
2022-12-09,2076.814251077442
2022-12-10,2161.9933422843096
2022-12-11,2073.3978203423453
2022-12-12,1952.4908689641122
2022-12-13,2030.3382125701694
2022-12-14,2060.135518795108
2022-12-15,2062.639125607191
2022-12-16,2090.5731410274466
2022-12-17,2072.3113202952277
2022-12-18,2114.7961313131736
2022-12-19,2167.733306865021
2022-12-20,2074.2261728683875
2022-12-21,2157.34097017578
2022-12-22,2134.981743724493
2022-12-23,2173.4662128313284
2022-12-24,2124.403316910503
2022-12-25,2235.8045818542014
2022-12-26,2171.851916360478
2022-12-27,2154.126002088196
2022-12-28,2091.2137563761335
2022-12-29,2197.4882017737514
2022-12-30,2190.2151254193022
2022-12-31,2122.897265783944
2023-01-01,2198.090935171645
2023-01-02,2142.397223067508
2023-01-03,2149.747232233666
2023-01-04,2288.688111447536
2023-01-05,2195.940226263095
2023-01-06,2239.740666487731
2023-01-07,2090.9133962154247
2023-01-08,2231.3781926812426
2023-01-09,2127.986094276851
2023-01-10,2140.575982647604
2023-01-11,2333.149444656517
2023-01-12,2271.762263417638
2023-01-13,2255.6179611836433
2023-01-14,2197.422003157113
2023-01-15,2275.299086869168
2023-01-16,2234.631934697517
2023-01-17,2317.756609282504
2023-01-18,2194.2493617956716
2023-01-19,2342.915304014293
2023-01-20,2286.647383926199
2023-01-21,2294.5625553282443
2023-01-22,2176.0981995077423
2023-01-23,2315.974019416374
2023-01-24,2278.2994381923795
2023-01-25,2295.7593053885744
2023-01-26,2327.5708091915867
2023-01-27,2309.9401499011396
2023-01-28,2298.1095340995666
2023-01-29,2383.71311758861
2023-01-30,2281.8043254267677
2023-01-31,2307.2682075985786
2023-02-01,2391.1553956570983
2023-02-02,2372.0946109299007
2023-02-03,2319.627249337973
2023-02-04,2520.8656983502237
2023-02-05,2392.0288528787
2023-02-06,2387.144802472808
2023-02-07,2410.521574097059
2023-02-08,2403.777257322228
2023-02-09,2362.3717606434816
2023-02-10,2372.8552013096696
2023-02-11,2423.441283119646
2023-02-12,2432.3210282693453
2023-02-13,2363.9048624581887
2023-02-14,2468.077013730781
2023-02-15,2360.297973457912
2023-02-16,2473.6455954989196
2023-02-17,2469.5791019772473
2023-02-18,2495.943341371168
2023-02-19,2318.7353879426732
2023-02-20,2399.9853188799616
2023-02-21,2434.033081133807
2023-02-22,2474.8208724143456
2023-02-23,2408.0809417778323
2023-02-24,2521.445152689749
2023-02-25,2419.5541784536563
2023-02-26,2466.125697344901
2023-02-27,2576.2875869472737
2023-02-28,2444.5235266376426
2023-03-01,2444.322056548719
2023-03-02,2445.2305663986726
2023-03-03,2437.454065365463
2023-03-04,2486.1466289862406
2023-03-05,2525.946752709008
2023-03-06,2535.594797552989
2023-03-07,2575.3742249477796
2023-03-08,2519.4481132797655
2023-03-09,2550.232846904861
2023-03-10,2430.106699259584
2023-03-11,2444.536527061246
2023-03-12,2569.3653794666134
2023-03-13,2478.6371061033765
2023-03-14,2570.9991575844983
2023-03-15,2603.5811143828546
2023-03-16,2599.4670434620284
2023-03-17,2567.251880069742
2023-03-18,2461.853026867671
2023-03-19,2481.797198818705
2023-03-20,2534.072660944134
2023-03-21,2535.16724385679
2023-03-22,2533.654936438233
2023-03-23,2496.0650355031657
2023-03-24,2439.132498202396
2023-03-25,2532.2816114405846
2023-03-26,2583.614383367726
2023-03-27,2512.93211137679
2023-03-28,2555.693169168542
2023-03-29,2498.540209049471
2023-03-30,2478.844399495194
2023-03-31,2612.1169969052207
2023-04-01,2520.9392981131746
2023-04-02,2551.251498862271
2023-04-03,2646.801224096181
2023-04-04,2522.0221064770176
2023-04-05,2551.222675122426
2023-04-06,2611.364728620201
2023-04-07,2474.218239148711
2023-04-08,2598.7818968710076
2023-04-09,2584.938693918409
2023-04-10,2482.1558375725945
2023-04-11,2578.352579867705
2023-04-12,2549.304690496854
2023-04-13,2499.475478248459
2023-04-14,2556.785798592469
2023-04-15,2499.4990026626147
2023-04-16,2443.9939843881184
2023-04-17,2559.6390026180643
2023-04-18,2516.88187714926
2023-04-19,2479.032887657934
2023-04-20,2496.4530439975
2023-04-21,2481.9584092828522
2023-04-22,2459.7124181797985
2023-04-23,2557.4712390905825
2023-04-24,2491.354005863431
2023-04-25,2518.818650995608
2023-04-26,2529.3442779617385
2023-04-27,2431.0678543853132
2023-04-28,2510.1708668109613
2023-04-29,2543.9323778087296
2023-04-30,2426.7042215506094
2023-05-01,2445.7224652422638
2023-05-02,2529.882462990628
2023-05-03,2518.6853487814615
2023-05-04,2554.0936100971853
2023-05-05,2536.4751904245954
2023-05-06,2570.600267079297
2023-05-07,2435.3749411482677
2023-05-08,2478.464651056338
2023-05-09,2472.846053502209
2023-05-10,2462.737445869959
2023-05-11,2465.458953183109
2023-05-12,2402.2172518060297
2023-05-13,2511.0128267086643
2023-05-14,2448.1127417126963
2023-05-15,2500.6560817970512
2023-05-16,2424.7462405685856
2023-05-17,2451.603228925137
2023-05-18,2539.0486204699037
2023-05-19,2449.2202532137785
2023-05-20,2479.4768566658445
2023-05-21,2506.8883089861783
2023-05-22,2449.631940778456
2023-05-23,2490.3556802198545
2023-05-24,2554.7904249460607
2023-05-25,2419.1347117136334
2023-05-26,2475.8586035893786
2023-05-27,2458.1225314581498
2023-05-28,2412.098751733971
2023-05-29,2318.1428345024337
2023-05-30,2487.622028430259
2023-05-31,2396.290193069367
2023-06-01,2391.8210925652816
2023-06-02,2391.2657883309857
2023-06-03,2442.9059745313903
2023-06-04,2395.2594138525383
2023-06-05,2449.0592451449165
2023-06-06,2418.333215873821
2023-06-07,2425.458976698332
2023-06-08,2444.9349242057842
2023-06-09,2343.8066650322703
2023-06-10,2246.4718932545493
2023-06-11,2341.1808240073833
2023-06-12,2360.050187166219
2023-06-13,2419.2127650209013
2023-06-14,2365.5569975346466
2023-06-15,2297.9739931543304
2023-06-16,2262.125073703783
2023-06-17,2333.485870763257
2023-06-18,2381.6594410870794
2023-06-19,2302.668641437998
2023-06-20,2338.5774909077313
2023-06-21,2280.5113307549327
2023-06-22,2395.8147306276805
2023-06-23,2340.4499423182515
2023-06-24,2293.6568840597092
2023-06-25,2265.0091289988063
2023-06-26,2331.7235280711884
2023-06-27,2353.8983091500936
2023-06-28,2278.887523222083
2023-06-29,2376.2483417515323
2023-06-30,2266.6209523962916
2023-07-01,2283.553295533198
2023-07-02,2324.5104878792386
2023-07-03,2240.710973627818
2023-07-04,2317.948018640787
2023-07-05,2267.540386803694
2023-07-06,2230.3733109602704
2023-07-07,2245.626863041308
2023-07-08,2201.2018773137515
2023-07-09,2265.71516413192
2023-07-10,2227.0253524629775
2023-07-11,2173.614905490085
2023-07-12,2206.6218279518284
2023-07-13,2171.2699317147126
2023-07-14,2194.0671019390024
2023-07-15,2170.1166856900513
2023-07-16,2151.884462047402
2023-07-17,2229.1360816664364
2023-07-18,2181.715828030449
2023-07-19,2250.2673044529442
2023-07-20,2085.7664681195583
2023-07-21,2251.408271823154
2023-07-22,2266.305128758046
2023-07-23,2129.9664343485388
2023-07-24,2250.889974574991
2023-07-25,2138.6635116024304
2023-07-26,2201.8903719058817
2023-07-27,2100.9478590116096
2023-07-28,2155.2142134823052
2023-07-29,2164.1547291514394
2023-07-30,2128.514354983622
2023-07-31,2176.486782648492
2023-08-01,2127.7830012858212
2023-08-02,2157.2343791755607
2023-08-03,2085.9145372463813
2023-08-04,2104.25999789812
2023-08-05,2149.0049476042914
2023-08-06,2093.7242946628835
2023-08-07,2125.5162001605904
2023-08-08,2137.2311551647376
2023-08-09,2072.392316812662
2023-08-10,2049.653044348187
2023-08-11,2021.9062328226628
2023-08-12,2128.223204365054
2023-08-13,2084.89229728296
2023-08-14,2174.549406900927
2023-08-15,2093.6830118086045
2023-08-16,2055.522736412213
2023-08-17,2077.4818343540046
2023-08-18,2092.576512038949
2023-08-19,2004.9495542489587
2023-08-20,2080.1735573676015
2023-08-21,2026.9390323119
2023-08-22,2107.5299256716457
2023-08-23,2058.7282763630865
2023-08-24,2076.6664537383717
2023-08-25,1978.6656451828544
2023-08-26,2129.6579331278144
2023-08-27,2096.975488711428
2023-08-28,2057.359469247321
2023-08-29,2112.823160880412
2023-08-30,2130.1500109359235
2023-08-31,2032.5032523382238
2023-09-01,2135.812283212101
2023-09-02,2074.4612237349747
2023-09-03,1989.9767841321634
2023-09-04,2021.2446639698435
2023-09-05,1984.9892622341695
2023-09-06,1983.0263879269985
2023-09-07,2029.5461807921788
2023-09-08,1954.7788944016168
2023-09-09,2028.6134507327517
2023-09-10,1857.089093444536
2023-09-11,1969.9821376781297
2023-09-12,2064.7283525840426
2023-09-13,1980.0635341840205
2023-09-14,2013.5497810800523
2023-09-15,1981.6363856243124
2023-09-16,2086.3865260161238
2023-09-17,2021.5984173396466
2023-09-18,1967.247942477019
2023-09-19,2062.3650522292714
2023-09-20,2049.236718854268
2023-09-21,2027.269631246131
2023-09-22,2042.3567265841384
2023-09-23,2111.800020820504
2023-09-24,2012.4694136081926
2023-09-25,1980.5178589495408
2023-09-26,1964.1212995431088
2023-09-27,2003.9445162844704
2023-09-28,2097.3889786561194
2023-09-29,1988.732797606302
2023-09-30,2124.209204053039
2023-10-01,1944.9757646435985
2023-10-02,2022.017055147655
2023-10-03,1966.8421002798964
2023-10-04,2025.2071612636535
2023-10-05,2081.034759565641
2023-10-06,1977.9664002177362
2023-10-07,1980.5114043243602
2023-10-08,2018.740106321031
2023-10-09,1995.63427584573
2023-10-10,2011.5458103229473
2023-10-11,2085.6832924684977
2023-10-12,2111.386171179082
2023-10-13,2094.5410689632745
2023-10-14,2038.870640819519
2023-10-15,1981.8684180275468
2023-10-16,1987.8383585117072
2023-10-17,2036.2404509280377
2023-10-18,2013.8439043753735
2023-10-19,2041.175848441519
2023-10-20,1963.2399254801671
2023-10-21,1971.5407090544538
2023-10-22,2064.574684361743
2023-10-23,2071.0568931847156
2023-10-24,2050.6497164511193
2023-10-25,2033.4541916424644
2023-10-26,2098.434072680664
2023-10-27,2063.3478458172667
2023-10-28,2058.525186643837
2023-10-29,2006.0017653066702
2023-10-30,2077.1749984645608
2023-10-31,2153.1952884577745
2023-11-01,2172.1997227056395
2023-11-02,2108.2691679105133
2023-11-03,2085.174277105436
2023-11-04,2113.3533564474715
2023-11-05,2032.309102301616
2023-11-06,2002.608253975661
2023-11-07,2077.6732705400495
2023-11-08,2081.3975718585402
2023-11-09,2089.072404852007
2023-11-10,2028.830876235671
2023-11-11,2176.476374465284
2023-11-12,2138.3629779855764
2023-11-13,2090.53449577021
2023-11-14,2127.828992148766
2023-11-15,2166.843066914653
2023-11-16,2125.364029691858
2023-11-17,2175.425411289047
2023-11-18,2141.87444239066
2023-11-19,2121.5710627226777
2023-11-20,2126.3436061439215
2023-11-21,2181.149948330204
2023-11-22,2124.7394159977016
2023-11-23,2172.6093360236246
2023-11-24,2138.1972207133867
2023-11-25,2101.814448758658
2023-11-26,2100.404577547384
2023-11-27,2158.0599973780954
2023-11-28,2150.966041569485
2023-11-29,2169.9436784700615
2023-11-30,2218.2898552258152
2023-12-01,2210.6698865138856
2023-12-02,2221.236359474816
2023-12-03,2211.198963888439
2023-12-04,2225.6528310768317
2023-12-05,2300.4833318522433
2023-12-06,2217.4988092464387
2023-12-07,2220.840808856263
2023-12-08,2199.783781901327
2023-12-09,2215.1458771804014
2023-12-10,2152.2201057198067
2023-12-11,2252.514045605538
2023-12-12,2292.3435912807477
2023-12-13,2306.8072268843052
2023-12-14,2325.50287382743
2023-12-15,2206.4791697067726
2023-12-16,2249.1377673563243
2023-12-17,2303.924787227522
2023-12-18,2259.720285116016
2023-12-19,2246.6053691459238
2023-12-20,2277.1755936641425
2023-12-21,2350.993569359764
2023-12-22,2300.6635236531574
2023-12-23,2387.868929473246
2023-12-24,2348.096102573124
2023-12-25,2377.808393481171
2023-12-26,2366.449502651526
2023-12-27,2269.5415042077684
2023-12-28,2330.914512499382
2023-12-29,2325.0797720993833
2023-12-30,2327.6736296259355
2023-12-31,2401.0136268333736
